nome,transfermarkt,instagram,facebook,twitter,wiki
Santiago Ascacíbar,https://www.transfermarkt.it/santiago-ascacibar/profil/spieler/423436,https://www.instagram.com/santiascacibar97/,,,https://en.wikipedia.org/wiki/Santiago_Ascacíbar
Nikola Milenkovic,https://www.transfermarkt.it/nikola-milenkovic/profil/spieler/413507,https://www.instagram.com/milenkovicn_4/,,,https://en.wikipedia.org/wiki/Nikola_Milenkovic
Lautaro Martínez,https://www.transfermarkt.it/lautaro-martinez/profil/spieler/406625,https://www.instagram.com/lautaromartinezz10/,https://www.facebook.com/LautaroMartinezOfficial/,,https://en.wikipedia.org/wiki/Lautaro_Martínez
Amine Harit,https://www.transfermarkt.it/amine-harit/profil/spieler/372711,https://www.instagram.com/a.harit14/,https://www.facebook.com/AmineHaritOfficiel/,https://twitter.com/Amine_000,https://en.wikipedia.org/wiki/Amine_Harit
Pablo Fornals,https://www.transfermarkt.it/pablo-fornals/profil/spieler/357885,https://www.instagram.com/pablofornals/,,https://twitter.com/pablofornals,https://en.wikipedia.org/wiki/Pablo_Fornals
André Zambo Anguissa,https://www.transfermarkt.it/andre-zambo-anguissa/profil/spieler/354361,https://www.instagram.com/anguiss_29/,,,https://en.wikipedia.org/wiki/André-Frank_Zambo_Anguissa
Lucas Tousart,https://www.transfermarkt.it/lucas-tousart/profil/spieler/353948,https://www.instagram.com/lucas_tousart/,https://www.facebook.com/LTousart/,https://twitter.com/lucas_tousart29,https://en.wikipedia.org/wiki/Lucas_Tousart
Fabián Ruiz,https://www.transfermarkt.it/fabian-ruiz/profil/spieler/350219,https://www.instagram.com/fabianruiz52/,,https://twitter.com/FabianRP52,https://en.wikipedia.org/wiki/Fabián_Ruiz_Peña
Nicolas Pépé,https://www.transfermarkt.it/nicolas-pepe/profil/spieler/343052,https://www.instagram.com/nicolas.pepe19/,,,https://en.wikipedia.org/wiki/Nicolas_Pépé
Moussa Marega,https://www.transfermarkt.it/moussa-marega/profil/spieler/283130,https://www.instagram.com/marega11/,,https://twitter.com/marega91,https://en.wikipedia.org/wiki/Moussa_Marega
Giovanni Simeone,https://www.transfermarkt.it/giovanni-simeone/profil/spieler/282388,https://www.instagram.com/simeonegiovanni/,https://www.facebook.com/Gio9Simeone/,https://twitter.com/simeonegiovanni,https://en.wikipedia.org/wiki/Giovanni_Simeone
Jean-Kévin Augustin,https://www.transfermarkt.it/jean-kevin-augustin/profil/spieler/264956,https://www.instagram.com/augustin_29/,https://www.facebook.com/JKAugustin/,https://twitter.com/33_augustin,https://en.wikipedia.org/wiki/Jean-Kévin_Augustin
Jefferson Lerma,https://www.transfermarkt.it/jefferson-lerma/profil/spieler/262980,https://www.instagram.com/jeffersonlerma/,,https://twitter.com/jeffersonlerma,https://en.wikipedia.org/wiki/Jefferson_Lerma
Talisca,https://www.transfermarkt.it/talisca/profil/spieler/258626,https://www.instagram.com/andersontalisca/,,,https://en.wikipedia.org/wiki/Talisca
Alex Telles,https://www.transfermarkt.it/alex-telles/profil/spieler/255755,https://www.instagram.com/alextelles13,https://www.facebook.com/AlexTelles13Oficial/,,https://en.wikipedia.org/wiki/Alex_Telles
Abdou Diallo,https://www.transfermarkt.it/abdou-diallo/profil/spieler/229005,,,,https://en.wikipedia.org/wiki/Abdou_Diallo
Wendell,https://www.transfermarkt.it/wendell/profil/spieler/228433,https://www.instagram.com/wendellborges18/,https://www.facebook.com/wendellborges18/,,https://en.wikipedia.org/wiki/Wendell_(footballer)
Lucas Vázquez,https://www.transfermarkt.it/lucas-vazquez/profil/spieler/221316,https://www.instagram.com/lucasvazquez91/,https://www.facebook.com/lucasvazquez1991/,https://twitter.com/Lucasvazquez91,https://en.wikipedia.org/wiki/Lucas_Vázquez
Elseid Hysaj,https://www.transfermarkt.it/elseid-hysaj/profil/spieler/200056,https://www.instagram.com/elsihysaj/,,,https://en.wikipedia.org/wiki/Elseid_Hysaj
Bryan Cristante,https://www.transfermarkt.it/bryan-cristante/profil/spieler/199248,https://www.instagram.com/bryancristante/,,https://twitter.com/Cristante,https://en.wikipedia.org/wiki/Bryan_Cristante
Mattia Caldara,https://www.transfermarkt.it/mattia-caldara/profil/spieler/197470,https://www.instagram.com/mattiacaldara/,,,https://en.wikipedia.org/wiki/Mattia_Caldara
Julian Weigl,https://www.transfermarkt.it/julian-weigl/profil/spieler/196792,https://www.instagram.com/juweigl/,https://www.facebook.com/julian.weigl28,https://twitter.com/JuWeigl,https://en.wikipedia.org/wiki/Julian_Weigl
Alejandro Grimaldo,https://www.transfermarkt.it/alejandro-grimaldo/profil/spieler/193082,https://www.instagram.com/grimaldo35/,https://www.facebook.com/alejandrogrimaldo3535/,https://twitter.com/grimaldo35,https://en.wikipedia.org/wiki/Álex_Grimaldo
Ben Davies,https://www.transfermarkt.it/ben-davies/profil/spieler/192765,https://www.instagram.com/bendavies33/,,https://twitter.com/Ben_Davies33,"https://en.wikipedia.org/wiki/Ben_Davies_(footballer,_born_1993)"
Stanislav Lobotka,https://www.transfermarkt.it/stanislav-lobotka/profil/spieler/192735,https://www.instagram.com/stanleylobotka37/,,,https://en.wikipedia.org/wiki/Stanislav_Lobotka
Victor Lindelöf,https://www.transfermarkt.it/victor-lindelof/profil/spieler/184573,https://www.instagram.com/victorlindelof/,https://www.facebook.com/VictorLindelofOfficial/,https://twitter.com/vlindelof,https://en.wikipedia.org/wiki/Victor_Lindelöf
Jean-Philippe Gbamin,https://www.transfermarkt.it/jean-philippe-gbamin/profil/spieler/182894,https://www.instagram.com/jpgbamin25/,https://www.facebook.com/Jean-Philippe-Gbamin-179803758861928/,https://twitter.com/jpcrettino,https://en.wikipedia.org/wiki/Jean-Philippe_Gbamin
Nathan Aké,https://www.transfermarkt.it/nathan-ake/profil/spieler/177476,https://www.instagram.com/nathanake/,https://www.facebook.com/nathan.ake,https://twitter.com/NathanAke,https://en.wikipedia.org/wiki/Nathan_Aké
Matteo Politano,https://www.transfermarkt.it/matteo-politano/profil/spieler/165895,https://www.instagram.com/matteo_poli7/,https://www.facebook.com/MatteoPolitano16/,https://twitter.com/MPolitano16,https://en.wikipedia.org/wiki/Matteo_Politano
Matías Vecino,https://www.transfermarkt.it/matias-vecino/profil/spieler/143812,https://www.instagram.com/vecino/,https://www.facebook.com/MatiasVecinoUY/,https://twitter.com/vecino,https://en.wikipedia.org/wiki/Matías_Vecino
Ross Barkley,https://www.transfermarkt.it/ross-barkley/profil/spieler/131978,https://www.instagram.com/rossbarkley/,,https://twitter.com/RBarkley8,https://en.wikipedia.org/wiki/Ross_Barkley
Simone Verdi,https://www.transfermarkt.it/simone-verdi/profil/spieler/130360,https://www.instagram.com/simoneverdi/,,,https://en.wikipedia.org/wiki/Simone_Verdi
Dennis Praet,https://www.transfermarkt.it/dennis-praet/profil/spieler/129588,https://www.instagram.com/dennispraet/?hl=it,https://www.facebook.com/PraetOfficial/,https://twitter.com/dennispraet,https://en.wikipedia.org/wiki/Dennis_Praet
Faouzi Ghoulam,https://www.transfermarkt.it/faouzi-ghoulam/profil/spieler/126656,https://www.instagram.com/ghoulam.faouzi/,,https://twitter.com/GhoulamFaouzi,https://en.wikipedia.org/wiki/Faouzi_Ghoulam
Matthias Ginter,https://www.transfermarkt.it/matthias-ginter/profil/spieler/124502,https://www.instagram.com/matzeginter28/,https://www.facebook.com/Matthias-Ginter-330661020292235,https://twitter.com/MatzeGinter,https://en.wikipedia.org/wiki/Matthias_Ginter
Emil Forsberg,https://www.transfermarkt.it/emil-forsberg/profil/spieler/111078,https://www.instagram.com/eforsberg10/,,https://twitter.com/eforsberg10,https://en.wikipedia.org/wiki/Emil_Forsberg
Marcel Sabitzer,https://www.transfermarkt.it/marcel-sabitzer/profil/spieler/106987,https://www.instagram.com/marcel7sabitzer/,https://www.facebook.com/Marcel-Sabitzer-387434237989111/,,https://en.wikipedia.org/wiki/Marcel_Sabitzer
Thorgan Hazard,https://www.transfermarkt.it/thorgan-hazard/profil/spieler/102226,https://www.instagram.com/thorgan10/,,https://twitter.com/HazardThorgan8,https://en.wikipedia.org/wiki/Thorgan_Hazard
Thomas Meunier,https://www.transfermarkt.it/thomas-meunier/profil/spieler/100986,https://www.instagram.com/thomas12meunier/,https://www.facebook.com/OfficialMeunier/,https://twitter.com/ThomMills,https://en.wikipedia.org/wiki/Thomas_Meunier
Shkodran Mustafi,https://www.transfermarkt.it/shkodran-mustafi/profil/spieler/88590,https://www.instagram.com/shkodranmustafi/,https://www.facebook.com/ShkodranMustafi/,https://twitter.com/MustafiOfficial,https://en.wikipedia.org/wiki/Shkodran_Mustafi
Sime Vrsaljko,https://www.transfermarkt.it/sime-vrsaljko/profil/spieler/76061,https://www.instagram.com/simevrsaljko2/,,https://twitter.com/Vrsaljko,https://en.wikipedia.org/wiki/Šime_Vrsaljko
Iago Aspas,https://www.transfermarkt.it/iago-aspas/profil/spieler/72047,https://www.instagram.com/i.aspas10/,,https://twitter.com/aspas10,https://en.wikipedia.org/wiki/Iago_Aspas
Vitolo,https://www.transfermarkt.it/vitolo/profil/spieler/67082,https://www.instagram.com/vitolomperez20/,https://www.facebook.com/VictorMachinOficial,https://twitter.com/VitoloMachin,https://en.wikipedia.org/wiki/Vitolo
Pedro,https://www.transfermarkt.it/pedro/profil/spieler/65278,https://www.instagram.com/_pedro17_/,https://www.facebook.com/Pedro11Oficial/,https://twitter.com/peter_fill,"https://en.wikipedia.org/wiki/Pedro_(footballer,_born_1987)"
Asier Illarramendi,https://www.transfermarkt.it/asier-illarramendi/profil/spieler/59344,https://www.instagram.com/illarra4/,https://www.facebook.com/illarra4/,https://twitter.com/illarra4,https://en.wikipedia.org/wiki/Asier_Illarramendi
Aleksandar Mitrovic,https://www.transfermarkt.it/aleksandar-mitrovic/profil/spieler/51152,https://www.instagram.com/aleksandar_mitrovic_45/,https://www.facebook.com/officialmitrogoal/,,https://en.wikipedia.org/wiki/Aleksandar_Mitrovic_(footballer)
David Luiz,https://www.transfermarkt.it/david-luiz/profil/spieler/46741,https://www.instagram.com/davidluiz_4/,https://www.facebook.com/DavidLuizOfficial,https://twitter.com/DavidLuiz_4,https://en.wikipedia.org/wiki/David_Luiz
Marko Arnautovic,https://www.transfermarkt.it/marko-arnautovic/profil/spieler/41384,https://www.instagram.com/m.arnautovic7/,https://www.facebook.com/MarkoArnautovicOfficialpage,,https://en.wikipedia.org/wiki/Marko_Arnautovic
Arturo Vidal,https://www.transfermarkt.it/arturo-vidal/profil/spieler/37666,https://www.instagram.com/kingarturo23oficial/,https://www.facebook.com/arturovidal8,https://twitter.com/kingarturo23,https://en.wikipedia.org/wiki/Arturo_Vidal
Sami Khedira,https://www.transfermarkt.it/sami-khedira/profil/spieler/29401,https://www.instagram.com/sami_khedira6/,https://www.facebook.com/samikhedira1987,https://twitter.com/SamiKhedira,https://en.wikipedia.org/wiki/Sami_Khedira
Edin Dzeko,https://www.transfermarkt.it/edin-dzeko/profil/spieler/28396,https://www.instagram.com/ed_dzeko/,https://www.facebook.com/edindzeko,https://twitter.com/EdDzeko,https://en.wikipedia.org/wiki/Edin_Džeko
Luka Modric,https://www.transfermarkt.it/luka-modric/profil/spieler/27992,https://www.instagram.com/lukamodric10/,https://www.facebook.com/ModricLuka10,https://twitter.com/lukamodric10,https://en.wikipedia.org/wiki/Luka_Modric
Cesc Fàbregas,https://www.transfermarkt.it/cesc-fabregas/profil/spieler/8806,https://www.instagram.com/cescf4bregas/,https://www.facebook.com/cescfabregas,https://twitter.com/cesc4official,https://en.wikipedia.org/wiki/Cesc_Fàbregas
Danilo Pereira,https://www.transfermarkt.it/danilo-pereira/profil/spieler/141050,https://www.instagram.com/iamdanilopereira/,,,https://en.wikipedia.org/wiki/Danilo_Pereira_(Portuguese_footballer)
José Callejón,https://www.transfermarkt.it/jose-callejon/profil/spieler/61253,https://www.instagram.com/jcallejon21,,https://twitter.com/J21Calleti,https://en.wikipedia.org/wiki/José_Callejón
